word	file	lines
csv	datasets.Rmd	38
dslabs	datasets.Rmd	8,10
FiveThiryEight	datasets.Rmd	26
Kaggle	datasets.Rmd	43,45
RStudio	datasets.Rmd	48
tidyverse	index.Rmd	14
